domain_length,num_subdomains,contains_digits,special_char_count,entropy,has_phishing_keywords,has_suspicious_tld,vowel_to_consonant_ratio,longest_word_length,path_depth,average_token_length,char_repetition_count,mixed_case,label
-0.3059778008029329,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,-0.36972046830374766,-0.07318958051669044,-0.04120928722915343,-0.815770676781112,-0.1600306786257098,0.0,-0.06022414802157594,-0.07804887292940307,0.0,0
0.3701148882638194,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,0.5662291858782162,-0.07318958051669044,-0.04120928722915343,-0.4845594938640969,0.897616841974562,0.0,1.2365418988115628,-0.07804887292940307,0.0,0
-0.9820704898696851,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,-1.0722208415330823,-0.07318958051669044,-0.04120928722915343,-0.2952959607686596,-1.2176781992259815,0.0,-1.3569901948547147,-0.07804887292940307,0.0,0
-0.7116334142429843,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,-0.7170633112047188,-0.07318958051669044,-0.04120928722915343,0.12108381204130227,-0.7946191909858729,0.0,-0.8382837761214592,-0.07804887292940307,0.0,0
3.8857968714109314,1.927921293083335,3.122120766625806,1.8835695751252821,2.340136077325119,-0.07318958051669044,-0.04120928722915343,-0.06397386476312508,4.916677420255596,0.0,2.273954736278074,-0.07804887292940307,0.0,1
0.5053334260771699,-0.362942005088227,-0.32021751452572367,0.7635212884474999,1.0388901352273574,-0.07318958051669044,-0.04120928722915343,0.8613145192590126,-0.37156018274576413,0.0,-0.146675217810452,-0.07804887292940307,0.0,1
0.09967781263711849,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,0.6979904550120173,-0.07318958051669044,-0.04120928722915343,-0.06397386476312508,0.4745578337344533,0.0,0.7178354800783073,-0.07804887292940307,0.0,0
-0.7116334142429843,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,-1.491661720061632,-0.07318958051669044,-0.04120928722915343,1.7866029032811503,-0.7946191909858729,0.0,-0.8382837761214592,-0.07804887292940307,0.0,0
0.23489635045046894,-0.362942005088227,3.122120766625806,-0.35652699823028244,-0.26840350022253645,-0.07318958051669044,-0.04120928722915343,1.092636615264547,0.6860873378545077,0.0,0.9771886894449351,-0.07804887292940307,0.0,1
-0.035540725176231976,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,0.23736007797961217,-0.07318958051669044,-0.04120928722915343,-0.5266180567741942,0.2630283296143989,0.0,0.4584822707116796,-0.07804887292940307,0.0,0
-0.5764148764296338,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,0.22993325565320427,-0.07318958051669044,-0.04120928722915343,-0.2952959607686596,-0.5830896868658185,0.0,-0.5789305667548315,-0.07804887292940307,0.0,0
-0.3059778008029329,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,-0.10715198985010117,-0.07318958051669044,-0.04120928722915343,-0.815770676781112,-0.1600306786257098,0.0,-0.06022414802157594,-0.07804887292940307,0.0,0
0.09967781263711849,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,0.23323140969787026,-0.07318958051669044,-0.04120928722915343,0.7456534712562454,0.4745578337344533,0.0,0.7178354800783073,-0.07804887292940307,0.0,0
-0.17075926298958244,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,-0.12711523086348225,-0.07318958051669044,-0.04120928722915343,-0.9892622487852629,0.05149882549434457,0.0,0.19912906134505182,-0.07804887292940307,0.0,0
4.291452484850983,4.218784591254897,3.122120766625806,4.123666148480846,2.7184591138439234,-0.07318958051669044,-0.04120928722915343,-0.08710607436367844,0.05149882549434457,0.0,0.6313844102894313,-0.07804887292940307,0.0,1
0.5053334260771699,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,0.6887988306224977,-0.07318958051669044,-0.04120928722915343,-0.10603242767322252,1.1091463460946165,0.0,1.4958951081781906,-0.07804887292940307,0.0,0
0.7757705017038707,-0.362942005088227,-0.32021751452572367,-0.35652699823028244,1.652750270369887,-0.07318958051669044,-0.04120928722915343,0.6510217047085268,1.5322053543347252,0.0,2.014601526911446,-0.07804887292940307,0.0,0
