using_ip,url_length,shortened_url,at_symbol,double_slash_redirect,prefix_suffix,sub_domains,special_chars,https,domain_length,suspicious_tld,entropy,domain_registration_length,dns_record,favicon,request_url,anchor_url,links_in_scripts,server_form_handler,iframe_redirection,status_bar_customization,disable_right_click,website_forwarding,label,Predicted
-0.0500626174321758,0.5516040822333181,-0.2145346233187325,-0.081923192051904,-0.0708881205008335,2.0415578993334353,1.3316607841047603,0.7495582765173918,0.5871017633272931,1.8729681455346912,-0.1422485640363838,2.1640113115345843,-0.96221855922628,0.515062042509356,-0.3819854848273595,-0.765607533290221,1.2564652102133755,-0.6696811690943956,2.074858980219718,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,0.2504938403905321,0,1
-0.0500626174321758,-0.2610855857129323,-0.2145346233187325,-0.081923192051904,-0.0708881205008335,2.0415578993334353,-0.2476957497217987,-0.1044769796740915,0.5871017633272931,-0.3020515438477267,-0.1422485640363838,0.2084581930497294,-0.0164789453623301,0.515062042509356,-0.3819854848273595,-0.765607533290221,-0.9543857676519176,-0.6696811690943956,-0.4819604655223867,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,0.2504938403905321,1,0
-0.0500626174321758,-0.233995930114724,4.661252270288824,-0.081923192051904,-0.0708881205008335,-0.4898220130452818,-0.2476957497217987,-0.1044769796740915,0.5871017633272931,-0.1984791776866591,-0.1422485640363838,0.2267797419212762,1.0237569617018227,0.515062042509356,-0.3819854848273595,-0.765607533290221,1.2564652102133755,-0.6696811690943956,-0.4819604655223867,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,0.2504938403905321,1,0
-0.0500626174321758,-0.1527269633200989,-0.2145346233187325,-0.081923192051904,-0.0708881205008335,2.0415578993334353,-0.2476957497217987,-0.1044769796740915,0.5871017633272931,0.1122379207965434,-0.1422485640363838,-0.3948268658757138,1.9692376816117991,0.515062042509356,-0.3819854848273595,1.4308530575417666,-0.9543857676519176,-0.6696811690943956,-0.4819604655223867,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,0.2504938403905321,1,0
-0.0500626174321758,0.0098109702691511,-0.2145346233187325,-0.081923192051904,-0.0708881205008335,-0.4898220130452818,-0.2476957497217987,-0.1044769796740915,0.5871017633272931,0.6300997516018811,-0.1422485640363838,0.4636598051749671,0.8345054813474435,0.515062042509356,2.617900521670229,1.4308530575417666,1.2564652102133755,2.806949635172753,-0.4819604655223867,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,0.2504938403905321,0,1
-0.0500626174321758,0.0639902814655678,-0.2145346233187325,-0.081923192051904,-0.0708881205008335,-0.4898220130452818,-0.2476957497217987,-0.1044769796740915,0.5871017633272931,0.9408168500850836,-0.1422485640363838,0.7115350568864076,1.213008442056202,0.515062042509356,-0.3819854848273595,-0.765607533290221,1.2564652102133755,-0.6696811690943956,-0.4819604655223867,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,0.2504938403905321,1,0
-0.0500626174321758,-0.0714579965254739,-0.2145346233187325,-0.081923192051904,-0.0708881205008335,2.0415578993334353,-0.2476957497217987,-0.1044769796740915,0.5871017633272931,0.422955019279746,-0.1422485640363838,0.5539558901234282,1.2127495481022288,0.515062042509356,-0.3819854848273595,0.3972245442090665,1.088976499769035,-0.6696811690943956,-0.4819604655223867,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,0.2504938403905321,1,0
-0.0500626174321758,0.0910799370637761,4.661252270288824,-0.081923192051904,-0.0708881205008335,-0.4898220130452818,-0.2476957497217987,-0.1044769796740915,0.5871017633272931,-0.8199133746530644,-0.1422485640363838,-1.0930441346928708,-0.4889604113633453,0.515062042509356,-0.3819854848273595,-0.765607533290221,-0.9543857676519176,-0.6696811690943956,-0.4819604655223867,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,0.2504938403905321,0,1
-0.0500626174321758,-0.315264896909349,-0.2145346233187325,-0.081923192051904,-0.0708881205008335,2.0415578993334353,-0.2476957497217987,-0.1044769796740915,0.5871017633272931,-0.5091962761698617,-0.1422485640363838,-0.54871897374685,0.5510166017468343,0.515062042509356,-0.3819854848273595,-0.765607533290221,-0.9543857676519176,-0.6696811690943956,-0.4819604655223867,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,-1.2989525950148213,1,0
-0.0500626174321758,-0.1527269633200989,-0.2145346233187325,-0.081923192051904,-0.0708881205008335,-0.4898220130452818,-0.2476957497217987,-0.1044769796740915,0.5871017633272931,0.1122379207965434,-0.1422485640363838,0.3679699089182472,0.172772534992049,0.515062042509356,-0.3819854848273595,-0.765607533290221,-0.9543857676519176,-0.6696811690943956,-0.4819604655223867,-0.4054260348642883,-0.3320973879082978,-0.0129110204505626,0.2504938403905321,1,0
